url,category,title,subtitle,from,published,content

International trade marks and designs designating theEUwill continue to have protection in the UK under the terms of the Withdrawal Agreement.

On 1 January 2021, the UK Intellectual Property Office created a comparable UK trade mark and  re-registered UK design for every International (EU) trade mark and design , that was  protected at the end of the transition period.

Where an international design designating theEUwas applied for, but  was not  protected, or where the publication had been deferred, the holder had a period of nine months to apply for the same right as a UK design.

A provision also exists for international (EU) trade marks.

For information on renewals, opt out process and numbering please refer to UKIPOtrade mark business guidanceanddesigns business guidance.

For further key information for customers and users ofIPabout how theIPsystem and the UK Intellectual Property Office will operate after theend of the transition period.

Unregistered community designs that arise before the end of the transition period will continue to be protected in the UK for the remainder of their three year term through continuing unregistered designs.

From 1 January 2021, a  supplementary unregistered design (SUD) will become available in UK law.

TheSUDwill provide similar protection to that conferred by the unregistered Community design, but for the UK only.

TheSUDwill be established by first disclosure in the UK or another qualifying country.
First disclosure in theEUwill not establish aSUDright. It could destroy the novelty of the design should you later seek to establish UK unregistered rights.

Business will need to consider carefully where to disclose their products to ensure they have adequate protection in their most important market.

More information is available in ourbusiness guidance.

You can apply for a European patent through us or direct to the European Patent Office (EPO) to protect your patent in more than 30 countries in Europe, using the (non-EU) European Patent Convention (EPC).

As theEPOis not anEUagency, leaving theEUdoes not affect the current European patent system. Existing European patents covering the UK are also unaffected.

European patent attorneys based in the UK continue to be able to represent applicants before theEPO. See the notice on theEPOwebsitenews storyfor further information.

SPCsare granted as national rather thanEU-wide rights.

It was not necessary for the UK and theEUto agree the creation of a comparable right to ensure continued protection of existingSPCsin the UK at the end of the transition period.

The Withdrawal Agreement ensures thatSPCapplications which are pending at the end of the transition period will be examined under the current framework.

AnySPCwhich is granted based on those applications will provide the same protection as existingSPCs.

You will continue to apply for anSPCby submitting an application to the Intellectual Property Office.

Due to regulatory changes for marketing authorisations there are some changes to theSPCapplication process which will come into effect from 1 January.

You will need to check whether your marketing authorisation is valid for the whole of the UK, or just Northern Ireland or Great Britain.

An application for anSPCmust still be filed with theIPOwithin six months of your first authorisation.

Please check thebusiness guidanceto ensure you are submitting the correct forms and accompanying documentation.

TheIPrights in goods placed on the UK market by, or with the consent of the right holder after the transition period may no longer be considered exhausted in theEEA.

This means that businesses parallel exporting theseIP-protected goods from the UK to theEEAmight need the right holder’s consent.

TheIPrights in goods placed on theEEAmarket by, or with the consent of the right holder after the transition period will continue to be considered exhausted in the UK.

This means that parallel imports into the UK from theEEAwill be unaffected.

The UK government is currently considering what the UK’s futureIPexhaustion regime should be. The government ran a consultation for 12 weeks from June to August 2021 and is now carefully considering consultation responses. Once the analysis of consultation responses is complete, the government will make a decision and choose the option which best serves the UK economy, the UK public and the UK as a whole. We are aware that many businesses and consumers are interested on this matter so when that decision is made, we will work as quickly as possible to make an announcement.

Check whether you currently export legitimate,IP-protected goods to theEEA. These could be goods branded with a trade mark that have already been placed on the UK market.

The rights holder’s permission to export those goods may not currently be required.

You may need to contact the rights holder to get permission to continue exporting these goods after 1 January 2021.

TheIPrights holder may not provide permission for theirIP-protected goods to be parallel exported to theEEA.

You may need to review your business arrangements, business model or supply chain based on the outcome of the discussion with theIPrights holder.

Businesses that ownIPrights (trade marks, patents, designs or copyright) may wish to seek legal advice if theirIP-protected goods are parallel exported from the UK to theEEA.

You will need to consider if you want to allow parallel exports of yourIP-protected goods from the UK to theEEAafter 1 January 2021.

More information is available in ourbusiness guidance.

Most UK copyright works (such as books, films and music) will still be protected in theEUand the UK. This is because of the UK’s continued participation in the international treaties on copyright.

For the same reason,EUcopyright works will continue to be protected in the UK. This applies to works made before and after 1 January 2021.

However, certain cross-border copyright arrangements that are unique toEUmember states no longer apply to the UK.

These include cross-border portability of online content services, copyright clearance for satellite broadcasts, reciprocal protection for database rights and the orphan works exception.

The effect of this change on UK copyright works and related services may vary and will depend on domestic legislation in eachEUstate as well as private contractual relationships.

More information is available in ourbusiness guidance.

A geographical indication is anIPright used on products that have a specific geographical origin. They possess qualities or a reputation due to that origin, such as Scotch Whisky or Stilton cheese.

The Department for Environment, Food and Rural Affairs (Defra) leads on agricultural and food Geographical Indications (GIs) in the UK. They havepublished guidance, including on the new UKGIschemes which will come into force on 1 January 2021.

TheIPOhas worked withDefrato ensure the new schemes are compatible with the widerIPframework. This will ensure the existing relationship between trade marks andGIsis maintained.  More information is available in ourbusiness guidance.

The way in which businesses protect theirIPrights at the UK border will change once the Transition Period ends on 31 December 2020. From this date all UK protection within theEUwill cease to be recognised.

This means that:

For more information about the changes please refer to our business 
guidanceApplication for Action."
https://www.gov.uk/government/news/over-150-million-provided-to-safeguard-local-transport-services-as-the-country-emerges-from-the-pandemic?utm_medium=email&utm_campaign=govuk-notifications-topic&utm_source=bf6227e7-eb54-4ff2-bf13-407ff261c14e&utm_content=immediately,News story,Over £150 million provided to safeguard local transport services as the country emerges from the pandemic,Funding will help local bus and light rail services across the country as millions of passengers return to the network.,"Department for Transport, The Rt Hon Grant Shapps and Baroness Vere of Norbiton",1 March 2022,"Bus and light rail operators across England will benefit from over £150 million of government support, ensuring services continue to run and millions of passengers can continue to get around as the country emerges from the pandemic.

Thefunding package announced today(1 March 2022) builds on almost 2 years’ worth of unprecedented government support to keep bus and light rail networks running, with around £2 billion made available to over 160 operators during the pandemic.

This represents the final tranche of pandemic-related support to operators and will run for 6 months until October 2022.

Not only will this new funding support operators and authorities as they adapt to changing travel patterns – it will also help the continued delivery ofenhanced partnerships, with local authorities working closely with bus companies to draw on their operating knowledge and marketing skills.

Additionally, it will support local authorities and operators across England as they continue working onbus service improvement plansand delivering substantive improvements to local services.

This additional package will help millions of passengers get around as they return to the network.

Transport Secretary Grant Shapps said:

The funding I’ve announced today will ensure millions of us can continue to use vital public transport services and brings the total we’ve provided to the sector to keep services running throughout the pandemic to over £2 billion.

Not only that – as we look ahead and continue our work to overhaul services and build back better from the pandemic, this funding will also help authorities and operators work together to provide even better services for people right across the country.

The government is investing over £3 billion in bus services by 2025, including £1.2 billion to improve fares, services and infrastructure, and a further £525 million for zero emission buses.

Roads minister Baroness Vere said:

Millions of people rely on buses and trams to get them to work, school and the shops, which is why we have already provided billions of pounds of support for the sector throughout the pandemic.

This latest funding builds on that support and will help keep services running as we emerge from COVID-19 and ensure networks meet passenger demand.

Graham Vidler, Chief Executive of the Confederation of Passenger Transport (CPT), said:

This welcome funding will help operators have the certainty they need to run an extensive network of services over the coming months as we all adjust to life after the pandemic.

In the longer term, the bus network will need to adapt to meet passengers’ new travel patterns. Over the coming months, operators will be working closely with local authorities to plan future bus networks and introduce plans to grow passenger numbers. To aid these local efforts we look forward to working with the government to loudly promote bus travel.

This funding is dependent on local areas and operators co-designing a financially sustainable and passenger-focused public transport network, that works for changing travel patterns post-pandemic.

More details on the allocation of this funding will be provided in due course.

Roads media enquiries

Media enquiries 0300 7777 878

Switchboard 0300 330 3000"
https://www.gov.uk/government/news/ukhsa-and-ons-release-estimates-of-excess-deaths-during-summer-of-2022,Press release,UKHSA and ONS release estimates of excess deaths during summer of 2022,A joint report by UKHSA and the Office for National Statistics (ONS) shows the effect of this summer’s record temperatures on excess mortality.,UK Health Security Agency,7 October 2022,"Initial analysisby the UK Health Security Agency (UKHSA) shows that across the 5-heat periods in the summer of 2022, the estimated total excess mortality (excluding coronavirus (COVID-19)) in England was 2,803 for those aged 65 and over. This is the highest excess mortality figure during heat-periods observed since the introduction of the Heatwave plan for England in 2004.

In July, some places in England recorded temperatures of over 40 degrees Celsius for the first time in recorded history andUKHSAissued its first ever Level 4 Heat Health Alert. From 17 to 20 July, when temperatures were at their highest, there were an estimated 1,012 excess deaths in those aged over 65.

The heat-period in the summer of 2022 with the highest excess mortality overall was from 8 to 17 August, which saw an estimated 1,458 excess deaths (excluding COVID-19) in those over the age of 65.

These figures demonstrate the possible impact that hot weather can have on the elderly and how quickly such temperatures can lead to adverse health effects in at-risk groups.

Similarly,ONSanalysis from the same timeframe – June to August 2022 – for all age groups and for England and Wales, shows a recorded 3,271 deaths above the 5-year average. This represents a 6.2% increase. This is slightly higher than theUKHSAfigure as it does not exclude deaths from COVID-19, those under the age of 65 and does include data for Wales.

Isabel Oliver, Chief Scientific Officer atUKHSA, said:

These estimates show clearly that high temperatures can lead to premature death for those who are vulnerable. Higher excess deaths occurred during the hottest days this year and a warming climate means we must adapt to living safely with hotter summers in the future.

Prolonged periods of hot weather are a particular risk for elderly people, those with heart and lung conditions or people who are unable to keep themselves cool such as people with learning disabilities and Alzheimer’s disease.

Sarah Caul, Head of Mortality Analysis at theONS, said:

During the UK summer of record-breaking temperatures, there was an increase in deaths. However, these spikes around the hottest days were followed by periods of below average mortality. This is likely to be a result of short-term mortality displacement, especially among older age groups, where people died a few days or weeks earlier than expected. This trend is consistent with what we have seen in previous summers with heatwave periods.

It is also the case that despite peaks in mortality during heatwaves, the majority of days in the winter period (December to March) show a higher number of deaths than we see during summer.

UK Health Security Agency press office

10 South ColonnadeLondonE14 4PU

Emailukhsa-pressoffice@ukhsa.gov.uk"
https://www.gov.uk/government/news/communication-from-the-european-trade-mark-and-design-network,News story,Communication from the European Trade Mark and Design Network,Two common communications have been issued under the Convergence Programme following the Court ruling in Case C-307/10 'IP Translator'.,Intellectual Property Office,2 May 2013,"This news article has been withdrawn because it’s over 11 years old.

TheEuropean Trade Mark and Design Network (TMDN)is an initiative to reduce the differences in practices between the national offices and also the European Union Intellectual Property Office, and to provide different options for protecting trademark and design rights within the EU.

TheTMDNhas 3 strands:

Three common communications have been issued as a result of work under the Convergence Programme following the Court ruling in Case C-307/10 ‘IP Translator’.

The first communication issued in May 2013 set out the practice ofTMDNoffices prior to and after IP Translator. The second sets out the conclusions of the Convergence Programme project tasked with determining which General Indications of the Nice Classification lack the requisite ‘clarity’ and ‘precision’. These communications should be read in conjunction withPAN 03/13 “Lists of goods/services and the use of Class Headings”."
https://www.gov.uk/government/news/companies-to-receive-3-month-extension-period-to-file-accounts-during-covid-19,Press release,Companies to receive 3-month extension period to file accounts during COVID-19,Businesses will be given an additional 3 months to file accounts with Companies House to help companies avoid penalties as they deal with the impact of COVID-19.,"Department for Business, Energy & Industrial Strategy, Companies House and The Rt Hon Lord Alok Sharma KCMG",25 March 2020,"From today (25 March 2020), businesses will be able to apply for a 3-month extension for filing their accounts.

This joint initiative between the government and Companies House will mean businesses can prioritise managing the impact of Coronavirus.

There are approximately 4.3 million businesses on the Companies House register, and all companies must submit their accounts and reports each year. Under normal circumstances, companies that file accounts late are issued with an automatic penalty.

As part of the agreed measures, while companies will still have to apply for the 3-month extension to be granted, those citing issues aroundCOVID-19will be automatically and immediately granted an extension. Applications can be made through a fast-tracked online system which will take just 15 minutes to complete.

Business Secretary Alok Sharma said:

We have outlined a business support package on an unprecedented scale, backing companies and their employees through these challenging times.

But it is important that our support is not limited to financial assistance. We are determined to help businesses in any way we can, so that they can focus all their efforts on dealing with the impact of Coronavirus, and this new offer of a 3 month extension for filing accounts is part of that.

Companies House Chief Executive, Louise Smyth said:

We recognise that these are uncertain times for businesses and that’s why we’re doing all we can to help.

By easing the burden, we can help businesses through this period and enable them to thrive in the future. I would encourage companies who believe they would benefit from this new flexibility to make an application in good time.

Head of Corporate Governance, Institute of Directors, Roger Barker said:

These measures will be welcomed by directors impacted byCOVID-19. Our members will be pleased to see government taking proactive steps to support them through this difficult time. By easing the administrative burden that comes with running a business, the government is supporting businesses to focus on the fundamentals during this exceptional period.

The government is also in close consultation with company representative bodies, legal practitioners and others, to look at solutions for the impactCOVID-19may have on companies’ ability to hold Annual General Meetings. Updated guidance on this matter will be published in due course."
https://www.gov.uk/government/news/businesses-must-invest-in-flexible-workers-or-risk-future-talent,Press release,Businesses must invest in flexible workers or risk future talent,Research into how temporary or zero-hours contracts affect employees' career development opportunities.,UK Commission for Employment and Skills,27 February 2014,"Workers on temporary or zero-hours contracts think they are less likely to have career development opportunities than those on permanent contracts, new research has found.

The research, carried out on behalf of the UK Commission for Employment and Skills (UKCES), shows only three in five (58%) of people on temporary contracts who had received training in the past 3 months had it paid for by their employer, compared to 74% of permanent workers.

Those on flexible contracts often had to train themselves – with 17% of those on zero hour contracts paying for their own training, and 5% relying on their family to meet the cost.

The new figures support concerns raised byUKCES’s recentEmployer Skills Survey, which found that one in five vacancies is currently left unfilled because employers are unable to find recruits with the skills they need – a sharp rise from 2011.

Jeremy Anderson,UKCEScommissioner and chairman of global financial services for KPMG Europe LLP said:

Flexible contracts are an essential part of our 24/7 economy and they meet the needs of many workers. However, we need to ensure that people on them can still access opportunities to develop skills and progress in their careers, particularly young people.

We need to encourage collaboration and share best practice so that flexible contracts can work for everyone – employer and employee alike.

If flexible workers are receiving less training, and having to pay for their own, this poses a risk to the long term future talent pipeline: employers may not be able to get the skills they need and people on flexible contracts may find it harder to progress in their careers – an issue particularly concerning for young people who have taken flexible contracts as a first step into work.

The survey was instigated as part of the work being carried out byUKCES’HR Leaders Advisory Panel– which brings together leading figures in HR from companies across the country to give an employer perspective on work being carried out byUKCES.

As a result of the findings, the panel are now calling on more businesses to share best practices with each other in order to improve the way flexible contracts work for employers and employees, recognising that large employers can influence their supply chains by sharing training resources."
https://www.gov.uk/government/news/oxford-university-and-phe-confirm-high-sensitivity-of-lateral-flow-tests,Press release,Oxford University and PHE confirm high-sensitivity of lateral flow tests,"Extensive clinical evaluation shows lateral flow tests are accurate and sensitive enough to be used in the community, including for asymptomatic people.",Department of Health and Social Care,11 November 2020,"Extensive clinical evaluation from Public Health England (PHE) and the University of Oxford show lateral flow tests are accurate and sensitive enough to be used in the community, including for asymptomatic people.

Lateral flow tests are rapid turnaround tests that can process COVID-19 samples on site without the need for laboratory equipment, with most generating results in under half an hour.

As part of the government’s strategy for testing the effectiveness of this new technology, these new tests are being piloted across England. This includes a 2-week whole-city pilot in Liverpool, which was launched last week.

Prior to commencing these pilots, DHSC commissioned independent research to gain further information on the specificity and sensitivity of the tests in different settings including hospitals, schools, and universities

The swabbing and processing of these tests must currently be conducted at a dedicated testing site by a trained personnel.

The devices are designed to be intuitive and require minimal training to operate, andPHEand the University of Oxford are now looking at how this test could be self-administered.

PHE’s world-leading Porton Down lab and University of Oxford undertook this work and have since been putting a number of tests through a 4-phase assessment process. This includes the test being used in Liverpool, and those that are being sent to directors of public health across the country to use for their local communities, and are also being used in schools, universities and workplace settings.

40 different lateral flow devices were put forward, of which 9 met the criteria to continue to full evaluation. Six made it to the third phase, and the Innova SARS-CoV-2 Antigen Rapid Qualitative Test, the test being used in the Liverpool pilot, is nearing completion of the 4-stage process.

PHEPorton Down’s labs have shown 4 lateral flow tests to have a sensitivity of more than 70% of all PCR-positive cases but importantly catch all those with high viral loads, meaning they are effective in identifying the cases who are infectious and are most likely to transmit the disease. The fast turnaround also allows positive people to isolate quickly also reducing spread.

Health Minister Lord Bethell said:

We are absolutely committed to using the latest testing technology to make asymptomatic testing available in more areas.

It is right we’ve taken a dual-track approach to evaluating this technology – by piloting them in the field so we can understand how to best to make these tests available, and by getting our world-leading academics and clinicians to undertake rigorous evaluation of their ability to detect the virus.

I’m delighted that both are already demonstrating that lateral flow tests can be the reliable, highly sensitive technology we need to help get this virus under control, and return to as close to normality as possible.

The evaluation published today concludes that the Innova, and other tests which meetPHEand Oxford’s standards, should be used in asymptomatic, as they offer the advantage of reducing risk and increasing capacity in addition to Lighthouse and NHS labs.

Susan Hopkins, Chief Medical Adviser, NHS Test and Trace, said:

These tests are proving to be accurate and reliable. And, importantly they’re able to detect COVID-19 in people without symptoms who could unknowingly be passing the virus onto others.

Our evaluation work and the ongoing pilots are helping us to understand how lateral flow tests work in the field and how we may use them to help stop the spread of the virus.

We are confident that these new tests, which have been rigorously evaluated, will make a real difference in how we protect people from this disease and help break chains of transmission.

The results of the Innova evaluation published today show:

Sensitivity means the proportion of people with a disease that have a positive test, whereas specificity means the proportion of people without the disease that have a negative test.

Sir John Bell, regius professor of medicine at the University of Oxford, said:

The data in this validation report demonstrates that these inexpensive, easy-to-use tests can play a major role in our fight against COVID-19.

They identify those who are likely to spread the disease and when used systematically in mass testing could reduce transmissions by 90%.

They will be detecting disease in large numbers of people who have never previously even received a test.

Using lateral flow technology to test asymptomatic individuals will help identify those who unknowingly have the virus and enable those who test positive and their contacts to self-isolate, which can help drive down the R rate locally and save lives.

This is crucial to break the chains of transmission of the virus and to support critical industries, key workers and institutions. With lower rates of transmission, those at highest risk from the virus will be more protected and residents will feel more confident in getting back to their day-to-day lives.

Asymptomatic testing is offered in addition to the wider government testing programme offering swab tests for those with symptoms.

The government has also committed to providing the devolved authorities with access to new testing technologies as they are made available, as part of UK-wide collaboration to stop the spread of the virus. Eligibility and deployment of testing in devolved administrations will be determined by the respective administrations.

See thefull evaluation.

The 4-stage process is:"
https://www.gov.uk/government/news/10-million-farming-flood-recovery-fund-to-open-on-friday,Press release,£10 million Farming Flood Recovery Fund to open on Friday,The government has promised £10 million of support for farmers affected by flooding.,"Department for Environment, Food & Rural Affairs and The Rt Hon George Eustice",25 February 2014,"Farmers whose businesses have been directly affected by flooding will be able access £10 million of government support from Friday, Farming Minister George Eustice has announced today.

The Farming Recovery Fund was extended from 28 April to allow applications up to £35,000 for flood recovery. Updatedguidance for applicantsis now available. The fund is available to farmers affected by flooding since 1 December 2013 to help cover the costs of restoring damaged agricultural land.

The £10 million Farming Recovery Fund was announced by the Prime Minister on the 11 February as part of a comprehensive package of measures to help hard-working people in flood-hit areas following the wettest winter on record.  It will open on Friday 28 Feb to provide assistance with four key areas of recovery, offering support with uninsured losses to get farms into production again.

Under this new scheme, all farmers affected by the flooding will be able to apply for emergency funding of up to £5,000, covering up to 100% of their business costs.  This will ensure that they can continue growing crops and grazing livestock.

The majority of the Farming Recovery Fund will be reserved for farm businesses whose farms remain flooded.  Unlike the initial grant, the upper limit of this funding will be set when the impact on these longer term losses from flood damage are clearer, once the flood waters recede.

George Eustice, Farming Minster, said:

We want to help farmers affected by flooding and the severe weather to get their businesses back on track as soon as possible. The new £10 million Farming Recovery Fund has been set up to help farmers directly affected meet short term costs as the flood waters recede.

Additionally, the £10 million Farming and Forestry Improvement Scheme will offer eligible farmers grants of up to £35,000 on schemes designed to make businesses more resilient.

Designed with the NFU and local councils, the Farming Recovery Fund will be simple and easy for farmers to apply for through a single point of contact in Defra’s Rural Development Team, by emailingfrf@defra.gsi.gov.ukor calling 0300 060 2700.  Funding will open on Friday 28 February.

Notes:

This funding will only cover uninsured losses and not items which insurance should normally cover.

It applies to England only."
https://www.gov.uk/government/news/action-counters-terrorism-report-suspicious-activity-and-behaviour,News story,Action Counters Terrorism: Report suspicious activity and behaviour,NaCTSO urges the public to help the police tackle terrorism and save lives by reporting suspicious behaviour and activity.,National Counter Terrorism Security Office,20 March 2018,"Withdrawn by NaCTSO

Communities defeat terrorism. With the enduring terrorist threat, it is now more important than ever that everyone plays their part in tackling terrorism. Your actions could save lives.

Don’t worry about wasting police time. No call or click will be ignored. What you tell the police is treated in the strictest confidence and is thoroughly researched by experienced officers before, and if, any police action is taken.

Any piece of information could be important, it is better to be safe and report. Remember, trust your instincts and ACT. Action Counters Terrorism.

Reporting is quick and easy. You can report in confidence online via our secure form:www.gov.uk/ACT. Alternatively, you can call the police confidentially on 0800 789 321.
All reports are kept confidential and you can report anonymously.

In an emergency always call 999.

Like other criminals, terrorists need to plan. You can report suspicious activity or behaviour – anything that seems out of place, unusual or just doesn’t seem to fit in with everyday life.

Watch the ACT film to learn more

If you’d like more information or resources, visitwww.gov.uk/ACTor follow Counter Terrorism Policing on social media:

#ActionCountersTerrorism"
https://www.gov.uk/government/news/extension-of-uk-commitment-to-natos-kosovo-force-announced-during-ministerial-visit-to-western-balkans,Press release,Extension of UK commitment to NATO's Kosovo Force announced during ministerial visit to Western Balkans,"The UK will continue its commitment to NATO’s Kosovo Force until at least 2026, bolstering security in the region",Ministry of Defence and The Rt Hon James Heappey,23 May 2023,"The UK’s contribution to the NATO Kosovo Force (KFOR) Mission in Kosovo will continue until at least 2026, the Minister for the Armed Forces, James Heappey, has announced during a visit to the region.

During today’s visit to Pristina, he held conversations with Kosovo’s President, Vjosa Osmani-Sadriu, and Prime Minister, Albin Kurti, as well as discussions with Defence Minister Armend Mehaj, and Commander of the KFOR Mission.

Kosovo is an important partner, with the UK having been the first country to recognise its independence in 2008, and UK forces have been undertaking a key role in peacekeeping and bolstering security in the region for more than two decades.

It was a pleasure to meet with the Kosovan President and Prime Minister today and to announce the UK’s further commitment to NATO’s Kosovo Force.

The extension of our commitment to KFOR underlines our unwavering commitment to supporting security in the Western Balkans region

The UK has been a key contributor to the UN-mandated NATO force since it first entered Kosovo in 1999 as a peacekeeping force to bring peace and stability following the conflict of the 1990s.

UK forces have worked to enhance KFOR’s Intelligence, Surveillance and Reconnaissance capability, significantly increasing the mission commanders’ situational awareness – ensuring the operation can provide a safe and secure environment for the entire population.

KFOR acts as one of the main security providers in Kosovo, with troops contributed by some 30 nations including Italy, Turkey, Poland and the US, as well as the UK. The UK’s contribution includes a battalion-sized high readiness Strategic Reserved Force based in the UK, ready to deploy at short notice.

The Minister also visited Sarajevo, Bosnia and Herzegovina (BiH) on Monday, where he met the Minister of Defence, Zukan Helez; the Chief of Armed Forces General Senad Masovic; Deputy Minister of Foreign Affairs, Josip Brkic; as well as the Commanders of EUFOR and NATO HQ Sarajevo.

Discussions focussed on BiH’s progress towards Euro-Atlantic alignment and on the United Kingdom’s enduring support for the country’s security and sovereignty, including through joint training, the provision of equipment and the exchange of expertise.

The Minister gave the keynote speech at the Institute for Geopolitics, Economy and Security conference in Sarajevo focusing on the UK’s partnership with BiH on defence and security matters."
https://www.gov.uk/government/news/new-free-online-learning-platform-to-boost-workplace-skills?utm_source=1c417446-4731-40a3-995b-651a47d21848&utm_medium=email&utm_campaign=govuk-notifications&utm_content=immediate,News story,New free online learning platform to boost workplace skills,Online platform ‘The Skills Toolkit’ will help people to build their skills during the coronavirus outbreak and beyond.,Department for Education,28 April 2020,"A newonline learning platformto help boost the nation’s skills while people are staying at home, has been launched today (28 April) by Education Secretary Gavin Williamson.

Free courses are available through a new online platform hosted on the gov.uk website, calledThe Skills Toolkit. The new platform gives people access to free, high-quality digital and numeracy courses to help build up their skills, progress in work and boost their job prospects.

These are the skills which are highly valued by employers and sought after in a wide range of jobs. With more people expected to be working and studying remotely in the coming months, the platform offers a great opportunity to learn new skills to help to get ahead online and gain the knowledge we’ll all need for the future. The platform also offers employees who have been furloughed an opportunity to keep up their skills development while they are at home.

Courses on offer cover a range of levels, from everyday maths and tools for using email and social media more effectively at work to more advanced training. Individuals will be able to access courses helping them to create great online content developed by the University of Leeds and the Institute of Coding, to understand the Fundamentals of Digital Marketing from Google Digital Garage and to learn how to code for data analysis from the Open University. All courses are online and flexible, so people can work through them at their own pace.

Education Secretary Gavin Williamson said:

I know how difficult the recent months have been and the huge changes the coronavirus has brought on the daily lives of us all.

The high-quality and free to access courses on offer on our new online learning platform, The Skills Toolkit, will help those whose jobs have been affected by the outbreak, and people looking to boost their skills while they are staying at home, protecting the NHS and saving lives.

I want businesses to encourage their furloughed employees to use The Skills Toolkit to improve their knowledge, build their confidence and support their mental health so they have skills they need to succeed after the coronavirus outbreak.

Digital Secretary Oliver Dowden said:

The impact of Covid-19 has shown how important digital skills are - both for work and other aspects of our lives. Technology is going to play a hugely important role in our economic recovery and this new platform will help ensure everyone is able to improve their digital skills and take advantage of the opportunities ahead.

The Skills Toolkitis designed to help people gain new skills while they are staying at home and boost their confidence. The courses have been selected on the advice of experts and leading employers to make sure they meet the needs of business, not just for today but in the future. This is just a first step towards assisting with the longer-term recovery to boost employability across the country, helping people to build up the skills employers need during time spent at home.

Employers are also encouraged to useThe Skills Toolkitto help to support and develop furloughed employees who are interested in learning from home.

Matthew Fell, CBI Chief UK Policy Director said:

Online learning is a great way for people to upgrade their skills at any time, but never more so than during a lockdown.

The toolkit’s heavy emphasis on the skills that businesses need are welcome.

Maths and digital skills are highly prized by employers, so for those who take the chance to upskill they can help improve their job prospects and career progression. I’d encourage all businesses to make their staff aware of this learning opportunity.

Julian David, CEO of techUK said:

techUK is pleased to see Government taking an active role in signposting and motivating the public to take advantage of the digital skills training industry offers, techUK has long advocated for a move in this direction. Digital skills will be crucial to the future of the UK economy and our recovery from the COVID crisis.

techUK is passionate about ensuring everyone has access resources to improve their skills and retrain at any age and at all skill levels and we expect this initiative to be a great start on the journey to upskilling Britain.

Simon Nelson, CEO of FutureLearn, said:

At FutureLearn our mission has always been to transform access to education and we are proud to be working with the Department for Education to deliver on that shared vision. We hope that the free digital skills courses included within the Skills Toolkit, which were built in partnership with Accenture, the Institute of Coding, and the University of Leeds, will bring practical and accessible support to people across the country, and ensure that individuals and businesses are able to access the skills and training opportunities they need to keep thriving and moving forward, not just during this challenging period, but beyond it.

Helen Milner, Chief Executive of Good Things Foundation said:

It’s at times like this that people start to think about the skills they might want for the future.

With 11.9 million people in the UK still without the essential digital skills for life and work, from adding an email attachment to two-step security verification, we’re delighted to be helping the nation learn and gain confidence through our free Learn My Way online courses and Make It Click directory.

David Meads, Chief Executive UK & Ireland, Cisco said:

The pandemic has escalated the need to challenge inequities and drive inclusivity, so the public sector, education providers, businesses, charities and communities can safely and securely embrace digital ways of working.

The Skills Tool Kit is a step towards providing equal access to opportunity and ensuring we develop diverse talent and skills that meet the needs of society today – and in the future.

Nick Williams, Transformation Director, Lloyds Banking Group said:

Now more than ever we’re really happy to share our Lloyds Bank Academy digital skills as part of this important Government and industry collaboration. Providing practical support to help more people, small businesses and charities across Britain build the confidence they need to adapt their skills and aspirations has come into even sharper focus.  We’re all learning new ways of doing things during these challenging times, and whatever we can do to support others makes great sense to us.

Professor Tim Blackman, Vice-Chancellor of The Open University said:

Online learning with The Open University allows anyone, whatever their educational background, to gain new skills and improve their knowledge in a subject, ready for when they return to work. Our world leading expertise and capability in online teaching shapes our free, short courses on our OpenLearn platform. Learners can start at any time and study at their own convenience, balancing learning with other responsibilities, especially in these unprecedented times.

Rachid Hourizi, Director of the Institute of Coding said:

We are delighted to be part of government’s Skills Toolkit. The Institute of Coding was created with support from the Department for Education to make digital skills education available to a larger and more diverse group of people. To do this, we work with our partners to produce a variety of courses, including some that are short, online and free. Developed with input from industry,  the Institute of Coding courses in The Skills Toolkit enable you to access learning when it suits you, gain the skills employers are looking for, and learn useful information for your life and career during this challenging period."
